,ID,REPLY,LIKE,LIKE2
452,로버트다우니빨래끝,20:36 와 여기 이택조 자세하며 표정부터 손짓까지 찐아재같다ㅋㅋㅋㅋㅋㅋㄷㄷ,0,0
453,해씨,누가 추천해서 정주행 하러 왔는데 다 필요 없고 존나웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7,7
454,시봉방년,이정도면 건전하네,0,0
455,M2 리니지,머 이리 재밌냐 ㅋㅋ멈추질 못하겠네,0,0
456,"1년에 2배 만들기, !덤덤!",1:01:29 왜 나는 이걸 따라 부를 수 있는지ㅋㅋ,12,12
457,성이름,4명다 우열을가릴수가없다진짜,18,18
458,르루 LE LOO,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아나 왜케 광용선생님이 웃기지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ인생얘기하는데 ㅋㅋㅋ 산올라갔을 때 허리 끊어지는 줄 알았ㅇ댘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠ술안주로 빵 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
459,수인이네suin,57:25  택조ㅋㅋㅋㅋㅋㅋ 과자 탁 쳐서 먹는거 ㅋㅋㅋㅋㅋㅋㅋㅋ,724,724
460,스톨마빈,이 편이 산악회 1화부터 최신까지 다 합쳐져있는건가요,0,0
461,뉸뉴하뜌,택조 캐릭터 미친진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1
462,Grace Kim,혼술하면서 보기 딱 캬 3:02:40,0,0
463,브베밥칭구 나박이,55:44 택조영남 아재 기껏 화해하고왔더니 이젠 여기가 개판이여ㅋㅋㅋ아 진짜 이런 연출 기획력 너무좋다ㅋㅋ시트콤 와따네~,173,173
464,강보민,2:54:51 부터 운다 울어 ㅠㅠ,49,49
465,Trivela,1:00:57 아니 저 치킨집 손님들은 진짜 등산회 분들이 노시는중으로 아시겠지ㅋㅋㅋㅋㅋㅋㅋ,6,6
466,jiyoun park,나도 아빠따라 몇번 따라갔는데 진짜임 ㅋㅋㅋㅋ,0,0
467,sin,34:28 아놀래랔ㅋㅋㅋㅋㅋㅋㅋ유튜브 켜놓고 다른거 하고 있었는데 뭔소린가 햇네 택조행님 짱 ㅜㅜ,0,0
468,체스터베닝턴,한강편 졸잼ㅋㅋㅋ 그죠잉 안팝니다잉ㅋㅋㅋ,0,0
469,강쿨몽,등산복 광고 언제쯤 들어올까... 매번 같은 복장이여서 그산이 그산같고ㅋㅋㅋ,2.3천,2300
470,Have a cook day,53:23 이게 뭐라고 이걸 보고 울고있냐 나는ㅋㅋㅋㅋ,66,66
471,Dogun Lee,와 근데 회장님 촬영한번 하면 목 쉴것같음,1,1
472,Yeye,패션도 다 이유가 있는 것 같은게영남회장만 팔토시 안했고택조만 안경 안썼고용길이만 등산복 안입었고광용이만 모자안씀 ㅋㅋㅋㅋㅋ,1,1
473,ㅇㅈㅅ,뭔가 응답하라 감독이 드라마로 만들면 재밌으 것같은 느낌,0,0
474,이이이잉잉잉ㅇ잉ㅇ,하이퍼리얼리즘...,0,0
475,장규한,월간 사람과산 선정 '우리 아이 추석 선물 1위',60,60
476,나는나,이거 보고 얼굴 하나 믿고 연기력 모자란 배우들 각성해라!,1,1
477,행복을 찾아서,싸강을 듣고 있었다강사님이 강의중 ‘왜냐면’ 을 말하는순간영남회장 목소리에 이끌려 지금 난 여기에...이번 시험도 망했다 영남회장..책임져...,0,0
478,에어베이크드,영남회장 진짜 발음 새는거 개웃김. 경쟁 발음 고증 뭐임. 모든 경상도 할배의 액기스 말투만 뽑은듯,2,2
479,Denis kang,하 아무생각 없이 보다가 인생을 배운다..,1,1
480,3min Quickbook,아니 대체 왜 싫어요가 달리는겨 ㅋㅋㅋㅋ 이해불갘ㅋㅋㅋㅋㅋ,0,0
481,bing bing,진짜 산악회 맴바인거마냥 똑같다 ㅋㅋㅋㅋㅋ 진짜 옆에서 듣고있으면 저러던데 ㅋㅋㅋㅋㅋㅋㅋㅋ,40,40
482,seru sara,우리아빠랑 너무 똑같아 택조씨가 ㅋㅋㅋ,0,0
483,삶소소한,32:50 그 얼음골 얼음이 녹았다네요…ㅠㅠ,1,1
484,슞,와 하이퍼리얼리즘 미쳤닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋ,0,0
485,무쌍하남매,33:00얼름골 얼음은 너무 간거 아닙니까,8,8
486,그래,15:49 노래 이름이 뭔가요?,0,0
487,메롱,"제발 테레비에서 방영해주라,,, 엄마한테 유투브 알려주는거 존나 어려움,,,,",835,835
488,MK JEONG,02:09:50 이택조 하이라이트 ㅋㅋ,1,1
489,김풍성,1:00:40 얼굴 한쪽만 찡그리면서 억지로 웃는 거 ㄹㅇ 존똑ㅋㅋㅋㅋ,9,9
490,애옹,2:55:50 ㅠㅠㅠㅠㅠㅠㅠㅠ,3,3
491,강덕,46:14 배용길아저씨ㅠㅠㅠ저만 설레나요ㅠㅠㅠ,7,7
492,민스케,전설의시작,0,0
493,Who,13:10 자면서 듣다가 모기소린줄 알고 잠 확깸 ㅋㅋ,139,139
494,DONGBIN SHIN,43:40 진짜 싸우는거 존나 웃김. 웃겨서 자기들도 웃음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,41,41
495,방울토마토 한국어,03:13:52 올라오면서 검은 갓 쓴 놈을 몇 번이나 봤는지 몰라... 저도 얼마전에 기차 시간 늦어서 뛰어가느라 저 세상 텐션을 경험했는데... 정말 말 한 마디 한 마디가 기가 막힙니다. 그죠?,1,1
496,열정,이거 보니까 친구 만나고 싶네,0,0
497,_kimga nice,38:18... 미쳤나봐 택조아제 ㅎㅎㅎㅎㅎ,11,11
498,ᄍ ᄍ,볼때마다 빨간색 옷 입으신 분 우리아빠 아파서 살빠진거랑 목소리부터 옷입는거까지 다 비슷해서속상하다 그래도 못보는 아빠얼굴 보는거같아서위로된다..,2,2
499,김민지,이상하게 종종 울컥함.,724,724
500,봄은고양이,1시간4분 눈물나네요 ㅠㅠ,1,1
501,초코칩,"05:58 ""맞잖아""물어보는거 ㄹㅇ50대 중반인 우리 담임쌤이랑 똑같네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",3,3
502,냥냥,ㄹㅇ이다... 울 아빠 이거 보여줬는데 자기도 광용쌤 꺼 같은 땀 흡수하는 스카프를 사야겠다면서 다음날 스카프 사옴,0,0
503,Sunrises,봐도봐도봐도또봐도 재밌어,3,3
504,예으니,그니까 이택조 이사람이 제이호랑 동일인물인거죠....진짜 신기하네,0,0
505,DEN_KU,1:42:31 리얼ㅋㅋㅋㅋㅋ등산하시는아저씨들 싱크뭐눜ㅋㅋㅋㅋㅋ개웃,344,344
506,김태현,감사합니다또 한 번 더 살아갑니다,4,4
507,이진아,"오징어 택조46:33 어유 왜 나만 또 말려~!! (ꐦ ಠ皿ಠ )46:58 아유 왜이러케, 나만 말려~!! (╬ಠ益ಠ)쉬익쉬익",66,66
508,괴짜TV,2:10:07 나중에 다시와서 볼라고 기록ㅋㅋ,796,796
509,wuwudn12,2:51:31 ㄹㅇ 음식점 앞에서 믹스커피 들고 얘기하는 아저씨들 다 이 얘기함,769,769
510,남선우,부럽다,0,0
511,성Nim,5:38 ㅋㅋㅋㅋㅋㅋㅋㅋ우리 회사 아저씨들 사진찍을때 모습이랑 똑같다고요 ㅠㅠㅠㅠ 디테일,190,190
512,성이름,55:50 광용아제 취한거 도랏ㅋㅋㅋㅋ,3,3
513,박태윤,40:56 와 발음도 스포츠맨이 아니라 씁호츠맨 이라고 하는게 진짜 연기 소름이다,1,1
514,한량,"와 정말 무섭네 교과서인데, 왜 수학으 정석이 많이 팔리는지 아는ㅠㅠ",2,2
515,utong,와 진짜 ... 2:21:10 진심 울아빠 아니냐고 ..... ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠ ㅠ 아빠 반성해 . . . .,2,2
516,오도방구미와,여름에 설악산 갔다가 정광용 샘 본줄 알고 한참 쳐다봤는데 그냥 아저씨였던 적이 있음,0,0
517,꿩투리티비,광용쌤은 진짜 찐이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,29,29
518,벌꿀오소리,34:27도랏나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ택조 세수 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ우렅럴럴럹랄락!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃김,0,0
519,이이다현,"영남이삼촌,, 다미이모랑 콜라보해주세요,,, 텐션 너무잘맞음,,,",0,0
520,엄마는외계인,진짜 웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 코빅보다 훨 재밌다 ㅋㅋㅋ,0,0
521,뷰뷰,아 진짜 ㅈㄴ 웃겨 죽을것같아ㅠㅋㅋㅋㅋ,0,0
522,name re,2:51:58 진주 토박인데 아 그래? 이부분이 ㄹㅇ임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 경상도 아재 느낌이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,355,355
523,몰?루,작가가 누굴까.. 천재같음,40,40
524,구현,광용쌤 이때는 허리랑 목소리가 괜찮았는데.... 점점갈수록 건강이 안좋아지는거같아요 ㅠㅠ,1,1
525,김주니,택조아재 세수하는건 진짴ㅋㅋㅋ,0,0
526,문지호,수리산도 가주십쇼,0,0
527,밤들,진짜 캐릭터 하나 할때마다 뇌 갈아끼우는거 아니냐,3,3
528,Seowon Choi,근데 처음꺼 보니까 요즘이랑 좀 다르긴 하다 ㅋㅋㅋㅋㅋㅋ 난 지금이 더 좋음ㅋㅋㅋㅋ,0,0
529,꼬망이엄마,이호창한테 설레는 내가 싫어서 택조아재 보고 환상 깨러 왔습니다....,32,32
530,so what,1:45:58  발에다 물 담그자고ㅋㅋㅋㅋㅋ 말실수했는데 자연스러워서 그냥 넘어갈뻔했네요ㅋㅋㅋㅋㅋㅋ,0,0
531,CD AB,34:19 2:10:09  아진짴ㅋㅋㅋㅋㅋㅋㅋ개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋ,3,3
532,별곰,이거 그냥 떠서 보는사람들은 진짠줄 알것다 ㅋㅋ,0,0
533,짱짱히쌤,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ  광용이 행님 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무좋아,0,0
534,Jiwon Shin,김영남회장 찐이라 생각했는데 순대에서 된장 찾는거 보고 하이퍼 리얼리즘 확 깨네요 대구는 소금 입니다 된장 주는 곳 본 적 없어요 여태 찐 대구 스탈로 하시다가 왜 갑자기 부산 퓨전으로 가시는건지,1,1
535,m Shin,1:23:17 근데 등산할때 중간중간 쉴때 앉아서 쉬는 거보다 저렇게 서서 계속 움직여줘야 나중에 집가서 다리 안아픔 ㅋㅋㅋ,38,38
536,ᄋᄋ,이분들 레이디액션이랑 콜라보 해주셨으면 좋겠다 ㅋㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋ,7,7
537,늘도오,진짜 아재들이랑 촬영하면 존나 웃기겄다ㅋㅋㄱㅋㅋㅋ,3,3
538,아 일 넘 많아...,광용쌤 귀여워,0,0
539,이상민,멘트 하나하나가 다 주옥같네 ㅋㅋ,11,11
540,더좋은 내일,ㅋㅋㅋㅋㅋ 뭐지? 이 동질감은?,0,0
541,Tree Park,1:44:30 야마가 나면 안된다는 거야아~그럼 야마 돈다는거야아~ 싯팔 ~헤잇 ㅋㅋㅋㅋㅋ상쾌한 마무리 언제봐도 웃음지뢰 ㅋㅋㅋㅋㅋㅋ,1.4천,1400
542,몽실언니,아..진짜..이사람들 때매 웃겨죽겠네.ㅋㅋㅋ  완전 아저씨 빙의 ㅋㅋㅋㅋ,0,0
543,생활인:Multi person,"""다 모여있는데서 저거,  나 개망신줄려고 저거"" 저거저거 하는거 개웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",10,10
544,눈물이나옹,영남회장 기절 1:27:56,0,0
545,레발랑도르,물리교사 디테일한거 보소ㄷㄷ,2,2
546,김지훈,우리아버지가 딱 광용쌤스타일인데..,1,1
547,이뫄뫄,3:08:11 치킨버거 만들고있는고 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와중에 곱디고운 오동통한 손도  ㅠㅠ큨ㅋㅋㅋㅋㅋㅋㅋ,368,368
548,gumball,26:53 우리 아빠도 맨날 저렇게 코 마시는데 너무 소름돋아요 우리 아빠만 그런게 아니었구나 다행이다,0,0
549,m,42:22 배용길 조용히 다른 산악회 사진 찍는 거 ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,66,66
550,untitled2022,혁이 이때는 엄청 날씬하네여 ㅇㅁㅇ!!!!!,0,0
551,April night,용길 너무웃겨!!!!!!!!!!,0,0
552,희망희망긍정긍정빛,진짜 개웃긴다ㅋㅋㅋㅋㅠㅜㅜ아개똑같,0,0
553,쭈꾸미,2:55:00 여기서부터 너무 슬프다ㅜ,1.2천,1200
554,두스TV,혁이 하나쯤 잇는 맹한 아저씨 재질 그대로에 ㄹㅇ,0,0
555,슾흐,1:58:35 총터는거 개웃기닼ㅋㅋㅋ큐,0,0
556,m k,귀뒤에 씻는거 ㅋㅋ 진심 우리 남편이다 ㅋㅋㅋ,2,2
557,나다,1:58:40 부터 웃겨 죽겠음 내 최에 장면,1,1
558,연탄,저희 아들이 졸업사진찍는데 이택조님 코스프레를 하고싶어하네요. 이택조님 입고계신 등산복 구입을 하고싶은데 브랜드라도 알수 있을까요?,0,0
559,garo hero,3:02:46 이거 진짜 ㅋㅋㅋㅋ 리얼이다 ㅋㅋㅋ 극사실주의 ㅋㅋㅋㅋ,685,685
560,홍현Wide Wisdom,초장에 영남회장 안전수칙 외칠때 동안 멀찍이 경고음 소리 삐삐 들리는거 디테일 뭔데 ㅋㅋㅋㅋㅋㅋ,1,1
561,신초,2:27:06 회장님 와이프가 다비이모??? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 부부는 닮는다더닠ㅋㅋㅋㅋㅋㅋㅋ 어쩐지 말투에서부터 다비이모가 떠오르더라닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와이프동반 등산갑시닼ㅋㅋㅋㅋㅋㅋ,395,395
562,King 2,술먹고 닭백숙먹고 싸우는거 레알임 남자친구랑 백숙 먹으러 갔는데 저렇게 옆에 미니계곡 있는곳..저기서 옆테이블 아저씨들 화기애애하더니 좀이따 우당탕 하면서 자기들끼리 싸우고 뺨때리고 그럼 ㅇㅇ현실고증 소름,194,194
563,비트375,3:05:50 디테일 보소 ㅋㅋㅋㅋㅋㅋㅋ,12,12
564,호홍홍,1:01:38 그립읍니다,0,0
565,귀염이,옆테이블 아저씨들 자연스럽다 ㅋㅋㅋ 신경도안써 찐인줄아시는듯ㅋㅋㅋ,173,173
566,존나나,43:47 너무 웃기다 ㅋㅋㅋㅋㅋㅋ,0,0
567,고호야,"살을 빼려고 한다면""닥터래시오""를 드셔 보세요저도 뭐만 먹었다 하면 무조건살이 찌고 그랬었는데이걸 챙겨 먹고 나니까 뱃살도줄어들고 입고 싶은 옷들도 맘껏 입고 다니고 있어요",0,0
568,손성호,3:13:09 자고있다가 이거때매 깼네..자다가 웃음,2,2
569,L L,정광용 아저씨 이때가 말 제일 빠르네ㅋㅋ,0,0
570,sy kim,한국적인  것이   가장  세계적인  것이다.... 번역해서     외국 강제 진출시키고 싶어요.. 잔잔한    한국 중년  아저씨들김영남 님   유퀴즈에서   아부지 말투 를    컨셉 으로 잡은거라는   야그  생각나네요...네개의 보석을  보는 느낌이네요...또   옛날에  승기가   어떤 프로에서   우리아버지   산악회  이름이   산타클로스   라던  야그 생각도 나네여....  귀여우신  우리네  중년  아부지들...,0,0
571,주짓광,이거 보면서 문제가 뭐냐면.. 나도 어느새 '열정 열정 열정'을 외치고 있음... ㅋㅋㅋㅋㅋㅋㅋㅋ,89,89
572,Nine Inch Nails,롱테이크로 찍었다는게 신기함ㅋㅋㅋㅋㅋㅋㅋ,0,0
573,High High,46:09  말티즈 vs 요크셔테리어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 앙칼진 소형견의 매력 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9,9
574,Chi Yeong,조택조 비실이같은게 개웃기네 연기 왤케 잘해,0,0
575,자택에서숨쉰채발견,영남이 다비 전화받을때 웃겨죽겟음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5,5
576,꾸먕,진진흥미하다,0,0
577,YJ H,한사랑산악회 찐으로 있는게 개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,26,26
578,뷰티몬스터,택조집:영육간에 강건하게래 ㅎㅎㅎㅎ,1,1
579,호박단,10:41 내 최애 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅋㅌㅋㅌ,2,2
580,유지희,재벌이 아재되는것도 한순간이구나,0,0
581,소민,3:03:00 머리에 한반울 떨어지는게 개 킹받음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
582,이승훈,해병대 출신 산대장 있으면 딱이겠다ㅋㅋㄱㅋㅋㅋ,0,0
583,J H,김다비 이모 초대해주세요 캐미 쩔듯ㅋㅋ,91,91
584,Lillini Lil,34:27 개터졌네 ㅋㅋㅋㅋㅋ,1,1
585,Mh J,1:33:19 아닠ㅋㅋㅋㅋㅋ머리카락이 너무 젊어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1천,1000
586,Eiden,물리쌤 이거 먹어도돼 웃음버튼ㅋㅋㅋㅋ,0,0
587,백선재,42:15 용길이 말리는 척 몰래 찍어놓기ㅋㅋㅋㅋ,41,41
588,조댕,"3:00:16 나는 이,,,달달하이,, 야 정광요이 넘마 인성문제잇서???! 3:08:04 진짜 내 최앸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 몇번을 돌려봐도 안 질리는 짤 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 째려보는 택조시부터 눈치없는 광용쌤+욕하는 영남시 와중에 달달허이 너무 타격없이 잘 드시고 있는 광용쌤 달달버전 싸이버거+영남시 아따~~마~~빨리죽겠다잉~?? 엔딩 하고 광용쌤 눈치없이 인터뷰 하다 또 욕먹는거까지 진짜 내 최앸ㅋㅋㅋㅋㅋㅋㅋ쿠ㅜㅜㅜ제일웃곀ㅋㅋㅋㅋ미쳤냐곸ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠ",80,80
589,두리튜브,ㅋㅋㅋㅋㅋ아 아조시들ㅋㅋㅋㅋㅋㅋㅋㅋ 위화감이 전혀 없엌ㅋㅋㅋㅋ,19,19
590,소소,1시간54분 손으로코푸는거 포인트다,1,1
591,jsy,12:21 이택조씨가 13.000원 ㅋㅋㅋㅋㅋ 표정 ㅋㅋㅋㅋㅋㅋㅋㅋ,2,2
592,킴미롸,우리내 아저씨들인데 손은 다들 아가손마냥 고아,1,1
593,멍뭉이,43:30  진상아저씨의시작,0,0
594,후엠i,15분50초 무슨 노래인가요ㅠㅠ,0,0
595,bb k,와 진짜 아빠 친구들 같다,30,30
596,이규웅,한사랑산악회 장점 : 30년 40년 후에도 연기 가능 오히려 더 나이대가 맞아떨어짐,0,0
597,나는너구리부인,대구사람으로서 말하는데 물리선생 컨셉 오졌다. 말 속도랑 톤이랑 어투랑 우리 삼촌이랑 존똑;;;;;ㄷㄷ,0,0
598,푸라스틱설절희,경남 사람 입장에서 김영남 회장 진짜 무슨 빙의수준임ㅋㅋㅋㅋ연기가 아님ㅋㅋㅋㅋㅋㅋㅋ,2,2
599,stella,1:00:16월요일은 월(원)래 술 마시는 날화요일은 화나서 마시는 날수요일은 수수하게 마시는 날 목요일은 목 빠지게 마시는 날 금요일은 금방만나 술 마시는 날토요일은 토하면서 마시는 날 일요일은 왜 마시는 줄 알아요? 일을 안해서 마신데 흐하하하하,3,3
600,스톨마빈,이거 다보고 모부터 봐야하나요? 알려주세요ㅜ,0,0
601,김태경,2:10:07 아 줜나웃었네진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,593,593
602,정화,보다보면 광용쌤한테 빠짐 ㅋㅋㅆㅋㅅㅋㅅㅋㅅㅋㅆㅋㅅㅋㅅㅋㅅㅋㅅㅋ조용히ㅜ할거 다함ㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋ큐ㅠㅠㅠㅠㅠ개웃곀큐큐ㅠㅠㅠㅠ,8,8
603,방울토마토 한국어,00:35:48 택조 지각하고 하는 말 - 지하철이 왜 이렇게 막혀.                참 기가 막힌다 그죠잉?,0,0
604,Grey,4:48 아니 IMF 때 부도나서 유통기한이 지났으면 설마 20년도 더 지난건 아니겠지....?,2,2
605,ㅎㅎ,이건 또 어디서 배워 온 거얔ㅋㅋㅋ 25:57,2,2
606,원유빈,뭔데 이걸.. 내가.. 지금... 3시간 내내 보고 있는거지... 하......,0,0
607,꽃천지,아니 나 10살때 아빠 친구 진짜 엘피바 하는 분 있었음 상호명 엘비스. 그분하고 싱크로 쩔고 그분도 여자 많았음,42,42
608,ᄒᄒᄒᄒ,1:14:41 ㅋㅋㅋㅋㅋㅋㅋ 가성비 슬로우모션,136,136
609,오디후니,57:27 ㅋㅋㅋㅋㅋㅋㅋㅋ 뻥튀기먹는거 까지 디테일 미쳤냐곸ㅋㅋㅋㅋㅋㅋㅋㅋ,1,1
610,NAMI송나미,39:07 ㅈㄴ웃곀ㅋㅋㅋㅋㅋ,2,2
611,GPOZA,13:38 이택조는 포병출신인게 확실함.,3,3
612,한지은,와 김신영은 새발에피네....,0,0
613,조가이버,이택조  가 개그맨 이창호씨군요오늘알았네요 어쩐지 연기를잘하시더라구요,61,61
614,디쥬쎄이지수 - DID YOU SAY JISU ?,"3:10:48 광용쌤한텐 산은 뭘까,, 뷔페일까,,,",2,2
615,송상호,주요 단어 3번씩 말하는거 디테일 미쳤다한방이 한방이 좋아 한방이스트레스 이 스트레스 때문이야 스트레스,92,92
616,신지나,울아부지가 여기계시네ㅋㅋㅋㅠㅠ,0,0
617,riddle_cat,41:20 족제비와 생쥐의 치열한 싸움의 현장!,1,1
618,문문,23:4134:188:331:11:34,0,0
619,QQ Iamapizzaboy,2020년 추석 선물로 제가 피자 열판 쏘겠습니다 ~! 허리 피자! 가슴 피자! 얼굴 피자! 어깨 피자! 팔다리 피자! 주름 피자! 형편 피자! 팔자 피자! 인생 피자! 그리고~웃음꽃 피자^^맛있게 즐기세요~,166,166
620,Valentine J,대존잼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개그맨들은 다르네 ㅋㅋㅋㅋㅋㅋㅋ,1,1
621,로크의 단서조항,05학번이랑 한사랑이랑 시간배경이 달라서 세계관 꼬일거 같은데 ㅋㅋㅋㅋ,0,0
622,익명,저거 ㄹㅇ인게 학교에 저런쌤있음 진짜ㅋㅋㅋ소름 존나 돋는다 나 무서워 ㅠㅠㅠㅋㅋㅋㅋ,0,0
623,happy,쿠데타 독재 얘기가 젤 안웃긴데 젤 흥미진진해 ㅋㅋㅋㅋㅋㅋ,0,0
624,까만콩,자기소개 왜케 웃겨ㅜㅠㅜㅠㅋㅋㅋㅋㅋ열정열정열정 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
625,我吳李小裸,"택조는,,,완장차고싶어가꼬 환장한 인간인기라. 사람들 만나면은,, 고향도 사투리도, 막 바꾸고,,,,.해병대,, 안갖따왓음서 해병대 전우회 활동도 해싸코. 전우회서도 부회장까지 해먹고 들통나가 산악회로 가삤다,",699,699
626,조영주,1:55:35 부회장은 엄청똑똑하다 앞뒤가드 오지넹,0,0
627,이수진,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ회장 개웅낌자기자랑 하니까 옆에서 한숨열정열정열정 손을 가만히 못있으시네ㅋㅋㅋㅋㅋㅋㄱ,0,0
628,molly,29:35 택조 실없는 소리30:35 개빡친 택조34:18 택조 세수,0,0
629,쥬쥬쥬쥬,너무웃겨요 ㅋㅋㅋ 싸우는거,0,0
630,오재미키드,한사랑 산악회는 전원일기 처럼만 길게 가자.그러면 나중엔 분장도 필요없어진다.,1,1
631,류희경,22:28 5호선인뎈ㅋㅋㅋㅋㅋ몇번출구인지는 말안해줰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.3천,1300
632,O후라이드치킨,하이퍼리얼리즘은 여태까지 살인의 추억 송강호를 생각했다. 이들이 최고다. 하지만 음식 먹는 소리는 부족하다,0,0
633,Beck N,미쳤냐고 ㅋㅋㅋ 광용 치킨빵에서 손님이랑 통화하다 웃었네 미친 ㅋㅋ,1,1
634,sss ss,그죠이~?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ넘웃겨요,0,0
635,chavandposh,아저씨 하이톤 목소리가 아주 리얼합니다.,0,0
636,pengsoo love,37:39 방심하다 뿜었다ㅋㅋㅋㅋㅋㅋㅋ,14,14
637,Ddyepn,15:34 아 눈물나,286,286
638,ㅇㅇ,진짜 자체슬로우 하는게 존나 웃김 ㅋㅋㅋㅋ,1,1
639,asjcus,32:32 눈물모먼트,36,36
640,이은채,남한산성 가주세욬ㅋㅋㅋㅋㅋ,0,0
641,De,택조씨 얼굴에서 선응이형이 보이네요 ㅎㅎ,0,0
642,* BOTA,1:01:10 31살인데 나중에 써먹어봐야겠다,1,1
643,Na M,1:55:37 아니 진짜 이모부 여기 왜계세요 ㅋㅋㅋㅋㅋㅋㅋㅋ,1.7천,1700
644,Byeonghak Lee,1:45:14 셋이서 드세요잉 ㅋㅋㅋㅋ  존나웃기네,164,164
645,Green,34:27 자기 전에 누워서 보다가 엄청 놀랐네 ㅋㅋㅋㅋ,2,2
646,도비깨비,ㅍㅎㅎㅎㅎㅎ 겁나 웃기네요,0,0
